method,rows,precision,recall,f1,avg_latency_ms,p95_latency_ms,throughput_msgs_per_sec,avg_cloud_messages_per_record,avg_edge_compute_ms,avg_cloud_compute_ms,latency_reduction_vs_baseline_pct,cloud_message_reduction_vs_baseline_pct
cloud_only_batch_etl,9600,0.7240356083086054,0.7672955974842768,0.7450381679389313,480384.205778261,900367.8365080293,0.6694560669456067,1.0,0.0,33.0,0.0,0.0
edge_cloud_zero_etl,9600,0.10463733650416171,0.8301886792452831,0.18585005279831046,105.69843355080944,133.59782404134842,0.6694560669456067,0.3051041666666667,7.8,29.5,99.97799710475918,69.48958333333333
